web-scraper-order,web-scraper-start-url,athlete,athlete-href,opponent1,winLoss,method,competition,weight,stage,year,name,opponent2
"1592275629-5465","https://www.bjjheroes.com/a-z-bjj-fighters-list","Kristian","https://www.bjjheroes.com/?p=7476","Livio Ribeiro","L","Pts: 0x0, Adv","NoGi Worlds","55KG","SF","2018","Kristian Woodmansee","Livio Ribeiro"
"1592276175-6689","https://www.bjjheroes.com/a-z-bjj-fighters-list","Darson","https://www.bjjheroes.com/?p=6493","Victor Paschoal","L","Pts: 2x2, Adv","San Jose Open","70KG","SF","2016","Darson Hemmings","null"
"1592276225-6825","https://www.bjjheroes.com/a-z-bjj-fighters-list","Alec","https://www.bjjheroes.com/?p=6351","Claudio Calasans","L","Pts: 2x0","Asian Open","88KG","F","2016","Alec Baulding","Claudio Calasans"
"1592276245-6941","https://www.bjjheroes.com/a-z-bjj-fighters-list","Jonathan","https://www.bjjheroes.com/?p=6354","Nuno Martins","W","Pts: 3x0","World Pro","77KG","4F","2017","Jonathan Satava","Nuno Martins"
"1592275984-6149","https://www.bjjheroes.com/a-z-bjj-fighters-list","Cassio","https://www.bjjheroes.com/?p=6792","Alexandre Cordeiro","W","Bow and arrow","XXII Interclubes","100KG","SF","2011","Cassio Francis","Bow and arrow"
"1592275605-5403","https://www.bjjheroes.com/a-z-bjj-fighters-list","Vinicius","https://www.bjjheroes.com/?p=7636","Nathan Santos","L","Points","Atlanta W. Open","88KG","SF","2019","Vinicius Garcia","null"
"1592276107-6452","https://www.bjjheroes.com/a-z-bjj-fighters-list","Francisco","https://www.bjjheroes.com/?p=6563","Kolo Vida","W","Bow and arrow","KO Finishers","76KG","SF","2018","Francisco Iturralde","Bow and arrow"
"1592276126-6508","https://www.bjjheroes.com/a-z-bjj-fighters-list","Gordon","https://www.bjjheroes.com/?p=6550","W","W","1","1
1



1","0","Kinektic","RR","Gordon Ryan","Rafael Domingos"
"1592276245-6976","https://www.bjjheroes.com/a-z-bjj-fighters-list","Jonathan","https://www.bjjheroes.com/?p=6354","David Garmo","W","RNC","ADCC EC Trials","77KG","4F","2018","Jonathan Satava","David Garmo"
"1592275774-5735","https://www.bjjheroes.com/a-z-bjj-fighters-list","Tiago","https://www.bjjheroes.com/?p=7156","Vinicius Agudo","W","Pts: 8x2","Grand Slam LA","77KG","4F","2015","Tiago Bravo","null"
"1592275947-6000","https://www.bjjheroes.com/a-z-bjj-fighters-list","Fernando Andrade","https://www.bjjheroes.com/?p=6825","Henrique Cardoso","W","Points","Curitiba Sp. Open","ABS","SF","2019","Fernando Reis","Henrique Cardoso"
"1592275633-5472","https://www.bjjheroes.com/a-z-bjj-fighters-list","Thamires","https://www.bjjheroes.com/?p=7473","","","","","","","","Thamires Aquino",""
"1592276281-7157","https://www.bjjheroes.com/a-z-bjj-fighters-list","Brian","https://www.bjjheroes.com/?p=6366","Luciano Queiroz","L","Pts: 5x0","World Champ.","70KG","R1","2019","Brian Mahecha","null"
"1592276144-6653","https://www.bjjheroes.com/a-z-bjj-fighters-list","Richard","https://www.bjjheroes.com/?p=6531","Matheus Diniz","L","Violin armlock","EBI 6","ABS","4F","2016","Richie Martinez","Matheus Diniz"
"1592276265-7091","https://www.bjjheroes.com/a-z-bjj-fighters-list","Kevin","https://www.bjjheroes.com/?p=6368","Enrique Galarza","W","RNC","ADCC WC Trials","77KG","R2","2019","Kevin Mahecha","RNC"
"1592276203-6723","https://www.bjjheroes.com/a-z-bjj-fighters-list","Yan","https://www.bjjheroes.com/?p=6432","Aiazbek Mustakov","W","Toe hold","Chicago Sp. NoGi","ABS","4F","2017","Yan “Pica-Pau” Lucas","Toe hold"
"1592275700-5562","https://www.bjjheroes.com/a-z-bjj-fighters-list","Enrico","https://www.bjjheroes.com/?p=7247","Shawn Williams","W","Points","ADCC WC Trials","77KG","F","2011","Enrico Cocco","Shawn Williams"
"1592276311-7261","https://www.bjjheroes.com/a-z-bjj-fighters-list","Evandro","https://www.bjjheroes.com/?p=6324","Bruno Bastos","W","Armbar","Pan American","O100KG","4F","2015","Evandro Nunes","Bruno Bastos"
"1592276225-6823","https://www.bjjheroes.com/a-z-bjj-fighters-list","Alec","https://www.bjjheroes.com/?p=6351","Marcelo Cortelassi","W","Choke from back","Asian Open","88KG","4F","2016","Alec Baulding","Choke from back"
"1592275700-5567","https://www.bjjheroes.com/a-z-bjj-fighters-list","Enrico","https://www.bjjheroes.com/?p=7247","Nathan Orchard","W","Points","ADCC US Trials","77KG","R1","2014","Enrico Cocco","null"
"1592276139-6608","https://www.bjjheroes.com/a-z-bjj-fighters-list","Marcel","https://www.bjjheroes.com/?p=6503","Rafael Lovato","L","Armbar","World Champ.","ABS","R1","2008","Marcel Fortuna","Rafael Lovato"
"1592276203-6749","https://www.bjjheroes.com/a-z-bjj-fighters-list","Yan","https://www.bjjheroes.com/?p=6432","Felipe Cesar","L","Ezekiel","SJJIF Worlds","82KG","F","2017","Yan “Pica-Pau” Lucas","Felipe Cesar"
"1592275711-5658","https://www.bjjheroes.com/a-z-bjj-fighters-list","Jan","https://www.bjjheroes.com/?p=7256","Jhonny Loureiro","L","Points","Porto Alegre Open","82KG","F","2018","Jan Buatim","Jhonny Loureiro"
"1592275947-5969","https://www.bjjheroes.com/a-z-bjj-fighters-list","Fernando Andrade","https://www.bjjheroes.com/?p=6825","Fellipe Andrew","L","Botinha","Pan American","100KG","4F","2019","Fernando Reis","Fellipe Andrew"
"1592276225-6855","https://www.bjjheroes.com/a-z-bjj-fighters-list","Alec","https://www.bjjheroes.com/?p=6351","Max Lindblad","L","Pts: 4x2","Nordic Spring","ABS","F","2018","Alec Baulding","Max Lindblad"
"1592275774-5774","https://www.bjjheroes.com/a-z-bjj-fighters-list","Tiago","https://www.bjjheroes.com/?p=7156","Joao Bosco","W","Choke from back","NAS Sports","77KG","4F","2018","Tiago Bravo","Choke from back"
"1592276126-6496","https://www.bjjheroes.com/a-z-bjj-fighters-list","Gordon","https://www.bjjheroes.com/?p=6550","W","W","2


1
1","2
11



11","0","World NG","4F","Gordon Ryan","Vegard Randeberg"
"1592276252-6992","https://www.bjjheroes.com/a-z-bjj-fighters-list","Pedro","https://www.bjjheroes.com/?p=6359","Rojerio Narvaez","W","Pts: 6x0","Houston Open","O100KG","F","2018","Pedro Araújo","null"
"1592275624-5444","https://www.bjjheroes.com/a-z-bjj-fighters-list","Paul","https://www.bjjheroes.com/?p=7502","V. Bonato","W","Outside heel hook","ADCC WC Trials","99KG","R2","2019","Paul Ardila-Ibarra","Outside heel hook"
"1592276107-6430","https://www.bjjheroes.com/a-z-bjj-fighters-list","Francisco","https://www.bjjheroes.com/?p=6563","Jonathan Satava","L","Pts: 3x0","World Pro","77KG","R1","2017","Francisco Iturralde","Jonathan Satava"
"1592276144-6666","https://www.bjjheroes.com/a-z-bjj-fighters-list","Richard","https://www.bjjheroes.com/?p=6531","Matheus Diniz","L","Pts: 7x0","Kasai Pro 2","84KG","RR","2018","Richie Martinez","Matheus Diniz"
"1592275874-5869","https://www.bjjheroes.com/a-z-bjj-fighters-list","Shane","https://www.bjjheroes.com/?p=7002","Inseong Jang","W","Pts: 4x0","Spyder Invitational","76KG","F","2017","Jamil Hill-Taylor","Inseong Jang"
"1592275649-5529","https://www.bjjheroes.com/a-z-bjj-fighters-list","Ilke","https://www.bjjheroes.com/?p=7376","Henrique Cardoso","L","Pts: 10x4","Paris Fall Open","ABS","SF","2018","Ilke Bulut","Henrique Cardoso"
"1592275787-5801","https://www.bjjheroes.com/a-z-bjj-fighters-list","Luiz","https://www.bjjheroes.com/?p=7123","","","","","","","","Luiz Tosta",""
"1592276084-6263","https://www.bjjheroes.com/a-z-bjj-fighters-list","Jhonny","https://www.bjjheroes.com/?p=6596","Isaque Paiva","L","Points","Curitiba Pro","ABS","F","2016","Jhonny Loureiro","Isaque Paiva"
"1592276293-7216","https://www.bjjheroes.com/a-z-bjj-fighters-list","Ruan","https://www.bjjheroes.com/?p=6375","Mateus Fonseca","W","Choke from back","Rio Open","88KG","4F","2018","Ruan de Oliveira","Choke from back"
"1592276225-6858","https://www.bjjheroes.com/a-z-bjj-fighters-list","Alec","https://www.bjjheroes.com/?p=6351","Nic Ruben","W","Points","Rome Open","82KG","F","2018","Alec Baulding","Nic Ruben"
"1592276265-7085","https://www.bjjheroes.com/a-z-bjj-fighters-list","Kevin","https://www.bjjheroes.com/?p=6368","Alexandre Molinaro","L","Points","Las Vegas Open","76KG","4F","2018","Kevin Mahecha","Alexandre Molinaro"
"1592276265-7020","https://www.bjjheroes.com/a-z-bjj-fighters-list","Kevin","https://www.bjjheroes.com/?p=6368","Vitor Oliveira","L","Pts: 2x2, Adv","Santa Cruz Open","82KG","4F","2015","Kevin Mahecha","Vitor Oliveira"
"1592276293-7237","https://www.bjjheroes.com/a-z-bjj-fighters-list","Ruan","https://www.bjjheroes.com/?p=6375","Marcos Martins","L","No arm triangle","South Brazilian","88KG","F","2019","Ruan de Oliveira","Marcos Martins"
"1592276126-6592","https://www.bjjheroes.com/a-z-bjj-fighters-list","Gordon","https://www.bjjheroes.com/?p=6550","Marcus Almeida","W","Pts: 0x0, Pen","ADCC","ABS","F","2019","Gordon Ryan","Marcus Almeida"
"1592276107-6394","https://www.bjjheroes.com/a-z-bjj-fighters-list","Francisco","https://www.bjjheroes.com/?p=6563","Jeferson Pereira","W","N/A","NY Spring Open","ABS","SF","2015","Francisco Iturralde","null"
"1592275605-5400","https://www.bjjheroes.com/a-z-bjj-fighters-list","Vinicius","https://www.bjjheroes.com/?p=7636","Philip Raby","W","N/A","Nashville Fall Open","88KG","F","2018","Vinicius Garcia","null"
"1592276126-6566","https://www.bjjheroes.com/a-z-bjj-fighters-list","Gordon","https://www.bjjheroes.com/?p=6550","Max Gimenis","W","RNC","No Gi Pan Am.","O97KG","F","2018","Gordon Ryan","Max Gimenis"
"1592275984-6188","https://www.bjjheroes.com/a-z-bjj-fighters-list","Cassio","https://www.bjjheroes.com/?p=6792","Erberth Santos","L","Pts: 6x4","European Open","100KG","4F","2016","Cassio Francis","Erberth Santos"
"1592275774-5794","https://www.bjjheroes.com/a-z-bjj-fighters-list","Tiago","https://www.bjjheroes.com/?p=7156","Guilherme Rocha","L","Pts: 0x0, Adv","WP BR Qualifier","77KG","F","2019","Tiago Bravo","Guilherme Rocha"
"1592276203-6717","https://www.bjjheroes.com/a-z-bjj-fighters-list","Yan","https://www.bjjheroes.com/?p=6432","Gabriel Goulart","W","Adv","Chicago Sp. Open","ABS","R1","2017","Yan “Pica-Pau” Lucas","Gabriel Goulart"
"1592276084-6269","https://www.bjjheroes.com/a-z-bjj-fighters-list","Jhonny","https://www.bjjheroes.com/?p=6596","Luis Venturino","W","Botinha","WP BR Qualifier","77KG","4F","2017","Jhonny Loureiro","Botinha"
"1592275649-5499","https://www.bjjheroes.com/a-z-bjj-fighters-list","Ilke","https://www.bjjheroes.com/?p=7376","Douglas Barcelos","W","Injury","Madrid NoGi O.","73KG","F","2015","Ilke Bulut","null"
"1592275700-5610","https://www.bjjheroes.com/a-z-bjj-fighters-list","Enrico","https://www.bjjheroes.com/?p=7247","W. Tacket","L","Outside heel hook","Jitz King","75KG","4F","2019","Enrico Cocco","Outside heel hook"
"1592275947-5972","https://www.bjjheroes.com/a-z-bjj-fighters-list","Fernando Andrade","https://www.bjjheroes.com/?p=6825","Pedro Elias","W","Referee Decision","Curitiba Pro","94KG","SF","2019","Fernando Reis","Pedro Elias"
"1592275947-5935","https://www.bjjheroes.com/a-z-bjj-fighters-list","Fernando Andrade","https://www.bjjheroes.com/?p=6825","Erberth Santos","L","Kneebar","World Champ.","100KG","4F","2017","Fernando Reis","Erberth Santos"
"1592275605-5405","https://www.bjjheroes.com/a-z-bjj-fighters-list","Vinicius","https://www.bjjheroes.com/?p=7636","Diogo Sampaio","L","Points","Dallas Spring Open","88KG","SF","2019","Vinicius Garcia","Diogo Sampaio"
"1592276225-6873","https://www.bjjheroes.com/a-z-bjj-fighters-list","Alec","https://www.bjjheroes.com/?p=6351","Kody Steele","L","Referee Decision","WNO","81KG","SPF","2020","Alec Baulding","Kody Steele"
"1592276126-6487","https://www.bjjheroes.com/a-z-bjj-fighters-list","Gordon","https://www.bjjheroes.com/?p=6550","W","W","0","1
1


1","0","ADCC","RR","Gordon Ryan","Mahamed Aly"
"1592275629-5460","https://www.bjjheroes.com/a-z-bjj-fighters-list","Kristian","https://www.bjjheroes.com/?p=7476","Baret Yoshida","L","Anaconda choke","F2W Pro 90","60KG","SPF","2018","Kristian Woodmansee","Baret Yoshida"
"1592276245-6920","https://www.bjjheroes.com/a-z-bjj-fighters-list","Jonathan","https://www.bjjheroes.com/?p=6354","Felipe Cesar","W","Pts: 2x2, Adv","NoGi Worlds","79KG","4F","2016","Jonathan Satava","Felipe Cesar"
"1592275605-5378","https://www.bjjheroes.com/a-z-bjj-fighters-list","Vinicius","https://www.bjjheroes.com/?p=7636","Marcelo Cortelassi","W","Choke","Brasilia Open","88KG","F","2016","Vinicius Garcia","null"
"1592276097-6352","https://www.bjjheroes.com/a-z-bjj-fighters-list","Dany","https://www.bjjheroes.com/?p=6592","Manuel Alejandro","W","Armbar","Los Angeles Open","ABS","R1","2018","Dany Gerard","Armbar"
"1592276126-6475","https://www.bjjheroes.com/a-z-bjj-fighters-list","Gordon","https://www.bjjheroes.com/?p=6550","W","W","0","1
1


1","0","EBI","RR","Gordon Ryan","Matt Arroyo"
"1592276265-7076","https://www.bjjheroes.com/a-z-bjj-fighters-list","Kevin","https://www.bjjheroes.com/?p=6368","Gilson Nunes","L","Points","Miami Spring Open","76KG","SF","2018","Kevin Mahecha","Gilson Nunes"
"1592276107-6387","https://www.bjjheroes.com/a-z-bjj-fighters-list","Francisco","https://www.bjjheroes.com/?p=6563","Paulo Schauffler","W","Pts: 14x0","European","82KG","R2","2015","Francisco Iturralde","null"
"1592275605-5379","https://www.bjjheroes.com/a-z-bjj-fighters-list","Vinicius","https://www.bjjheroes.com/?p=7636","Otavio Nalati","W","Toe hold","Brasilia Open","ABS","SF","2016","Vinicius Garcia","Toe hold"
"1592276245-6889","https://www.bjjheroes.com/a-z-bjj-fighters-list","Jonathan","https://www.bjjheroes.com/?p=6354","Todd Brandon","W","RNC","NY Summer Open","ABS","4F","2015","Jonathan Satava","RNC"
"1592275874-5845","https://www.bjjheroes.com/a-z-bjj-fighters-list","Shane","https://www.bjjheroes.com/?p=7002","W","W","1
1","1
1


1","0","Pans","4F","Jamil Hill-Taylor","Samir Chantre"
"1592275700-5573","https://www.bjjheroes.com/a-z-bjj-fighters-list","Enrico","https://www.bjjheroes.com/?p=7247","Eddie Cummings","L","Inside heel hook","EBI 3","77KG","4F","2015","Enrico Cocco","Eddie Cummings"
"1592275711-5620","https://www.bjjheroes.com/a-z-bjj-fighters-list","Jan","https://www.bjjheroes.com/?p=7256","A. Vieira","W","Pts: 12x4","Brasilia Open","76KG","4F","2016","Jan Buatim","null"
"1592276252-6994","https://www.bjjheroes.com/a-z-bjj-fighters-list","Pedro","https://www.bjjheroes.com/?p=6359","Andrew Le","W","Submission","GB Summit","94KG","4F","2019","Pedro Araújo","null"
"1592276203-6760","https://www.bjjheroes.com/a-z-bjj-fighters-list","Yan","https://www.bjjheroes.com/?p=6432","Vagner Azevedo","W","Points","BH Winter Open","82KG","F","2018","Yan “Pica-Pau” Lucas","null"
"1592276151-6684","https://www.bjjheroes.com/a-z-bjj-fighters-list","Bruno","https://www.bjjheroes.com/?p=6528","","","","","","","","Bruno “Alminha” Moreno",""
"1592275700-5547","https://www.bjjheroes.com/a-z-bjj-fighters-list","Enrico","https://www.bjjheroes.com/?p=7247","Brian McLaughlin","W","Guillotine","ADCC US Trials","77KG","SF","2009","Enrico Cocco","null"
"1592275802-5815","https://www.bjjheroes.com/a-z-bjj-fighters-list","Muslim","https://www.bjjheroes.com/?p=7111","Francisco Caraballo","W","N/A","Rome Open","100KG","SF","2017","Muslim Patsarigov","null"
"1592275724-5672","https://www.bjjheroes.com/a-z-bjj-fighters-list","Breno","https://www.bjjheroes.com/?p=7143","Lucas Lepri","L","Choke from back","Pan American","76KG","8F","2017","Breno Bittencourt","Lucas Lepri"
"1592275874-5853","https://www.bjjheroes.com/a-z-bjj-fighters-list","Shane","https://www.bjjheroes.com/?p=7002","Silvio Duran","W","Bow and arrow","Pan American","70KG","4F","2017","Jamil Hill-Taylor","Silvio Duran"
"1592276190-6709","https://www.bjjheroes.com/a-z-bjj-fighters-list","Patricia","https://www.bjjheroes.com/?p=6454","","","","","","","","Patricia Fontes",""
"1592276225-6833","https://www.bjjheroes.com/a-z-bjj-fighters-list","Alec","https://www.bjjheroes.com/?p=6351","Marcos Tinoco","L","Pts: 4x2","European Open","82KG","F","2017","Alec Baulding","Marcos Tinoco"
"1592276203-6793","https://www.bjjheroes.com/a-z-bjj-fighters-list","Yan","https://www.bjjheroes.com/?p=6432","Guilherme Rocha","W","Pts: 0x0, Adv","Grand Slam RJ","77KG","4F","2019","Yan “Pica-Pau” Lucas","Guilherme Rocha"
"1592276126-6492","https://www.bjjheroes.com/a-z-bjj-fighters-list","Gordon","https://www.bjjheroes.com/?p=6550","W","W","0","1
1


1","1
1","EBI","RR","Gordon Ryan","Dan Borovic"
"1592276245-6949","https://www.bjjheroes.com/a-z-bjj-fighters-list","Jonathan","https://www.bjjheroes.com/?p=6354","Michael Tremblay","W","Pts: 2x0","No Gi Pan Am.","85KG","4F","2017","Jonathan Satava","null"
"1592276126-6527","https://www.bjjheroes.com/a-z-bjj-fighters-list","Gordon","https://www.bjjheroes.com/?p=6550","Mike Hillebrand","W","RNC","EBI 8","84KG","4F","2016","Gordon Ryan","RNC"
"1592275700-5587","https://www.bjjheroes.com/a-z-bjj-fighters-list","Enrico","https://www.bjjheroes.com/?p=7247","Edwin Ocasio","D","---","Kasai Pro","70KG","RR","2017","Enrico Cocco","null"
"1592276298-7253","https://www.bjjheroes.com/a-z-bjj-fighters-list","Chris","https://www.bjjheroes.com/?p=6395","Denny Prokopos","W","Triangle","Grapplers Quest","70KG","N/A","2009","Chris Holdsworth","Denny Prokopos"
"1592276298-7250","https://www.bjjheroes.com/a-z-bjj-fighters-list","Chris","https://www.bjjheroes.com/?p=6395","Germaine Thompson","W","Armbar","NAGA LV","70KG","SF","2009","Chris Holdsworth","Armbar"
"1592275984-6168","https://www.bjjheroes.com/a-z-bjj-fighters-list","Cassio","https://www.bjjheroes.com/?p=6792","Augusto Lessa","W","Bow and arrow","Panamericano","ABS","SF","2015","Cassio Francis","Bow and arrow"
"1592276084-6239","https://www.bjjheroes.com/a-z-bjj-fighters-list","Jhonny","https://www.bjjheroes.com/?p=6596","Cassio Francis","L","Toe hold","Rio Summer Open","ABS","4F","2016","Jhonny Loureiro","Cassio Francis"
"1592275965-6087","https://www.bjjheroes.com/a-z-bjj-fighters-list","Max","https://www.bjjheroes.com/?p=6805","Arnaldo Maidana","L","Choke from back","Twin Cities Inv.","ABS","F","2019","Max Gimenis","Arnaldo Maidana"
"1592276097-6336","https://www.bjjheroes.com/a-z-bjj-fighters-list","Dany","https://www.bjjheroes.com/?p=6592","Matt Kirchwehm","W","N/A","American NG Nats","98KG","F","2017","Dany Gerard","null"
"1592275893-5907","https://www.bjjheroes.com/a-z-bjj-fighters-list","Nathiely","https://www.bjjheroes.com/?p=7000","","","","","","","","Nathiely de Jesus",""
"1592276281-7115","https://www.bjjheroes.com/a-z-bjj-fighters-list","Brian","https://www.bjjheroes.com/?p=6366","Kevin Mahecha","W","Points","Houston Nat. Pro","77KG","F","2015","Brian Mahecha","Kevin Mahecha"
"1592276175-6696","https://www.bjjheroes.com/a-z-bjj-fighters-list","Darson","https://www.bjjheroes.com/?p=6493","Andre Monteiro","W","Points","Montreal Open","64KG","SF","2016","Darson Hemmings","Andre Monteiro"
"1592276107-6395","https://www.bjjheroes.com/a-z-bjj-fighters-list","Francisco","https://www.bjjheroes.com/?p=6563","Tim Spriggs","W","DQ","NY Spring Open","ABS","F","2015","Francisco Iturralde","Tim Spriggs"
"1592276126-6545","https://www.bjjheroes.com/a-z-bjj-fighters-list","Gordon","https://www.bjjheroes.com/?p=6550","M. Jokmanovic","W","Kimura","Grappling Ind.","ABS","4F","2017","Gordon Ryan","Kimura"
